"ENSEMBL" "SYMBOL" "GENENAME"
"14253" "ENSG00000198890" "PRMT6" "protein arginine methyltransferase 6"
"14254" "ENSG00000198892" "SHISA4" "shisa family member 4"
"14257" "ENSG00000198899" "ATP6" "ATP synthase F0 subunit 6"
"14259" "ENSG00000198901" "PRC1" "protein regulator of cytokinesis 1"
"14260" "ENSG00000198908" "BHLHB9" "basic helix-loop-helix family member b9"
"14261" "ENSG00000198909" "MAP3K3" "mitogen-activated protein kinase kinase kinase 3"
"14263" "ENSG00000198912" "C1orf174" "chromosome 1 open reading frame 174"
"14264" "ENSG00000198915" "RASGEF1A" "RasGEF domain family member 1A"
"14265" "ENSG00000198917" "SPOUT1" "SPOUT domain containing methyltransferase 1"
"14267" "ENSG00000198919" "DZIP3" "DAZ interacting zinc finger protein 3"
"14268" "ENSG00000198920" "KIAA0753" "KIAA0753"
"14269" "ENSG00000198924" "DCLRE1A" "DNA cross-link repair 1A"
"14270" "ENSG00000198925" "ATG9A" "autophagy related 9A"
"14271" "ENSG00000198929" "NOS1AP" "nitric oxide synthase 1 adaptor protein"
"14272" "ENSG00000198931" "APRT" "adenine phosphoribosyltransferase"
"14273" "ENSG00000198932" "GPRASP1" "G protein-coupled receptor associated sorting protein 1"
"14274" "ENSG00000198933" "TBKBP1" "TBK1 binding protein 1"
"14275" "ENSG00000198934" "MAGEE1" "MAGE family member E1"
"14276" "ENSG00000198937" "CCDC167" "coiled-coil domain containing 167"
"14277" "ENSG00000198938" "COX3" "cytochrome c oxidase III"
"14278" "ENSG00000198939" "ZFP2" "ZFP2 zinc finger protein"
"14279" "ENSG00000198944" "SOWAHA" "sosondowah ankyrin repeat domain family member A"
"14280" "ENSG00000198945" "L3MBTL3" "L3MBTL histone methyl-lysine binding protein 3"
"14281" "ENSG00000198947" "DMD" "dystrophin"
"14282" "ENSG00000198948" "MFAP3L" "microfibril associated protein 3 like"
"14286" "ENSG00000198959" "TGM2" "transglutaminase 2"
"14287" "ENSG00000198960" "ARMCX6" "armadillo repeat containing X-linked 6"
"14289" "ENSG00000198963" "RORB" "RAR related orphan receptor B"
"14290" "ENSG00000198964" "SGMS1" "sphingomyelin synthase 1"
"14291" "ENSG00000198967" "OR10Z1" "olfactory receptor family 10 subfamily Z member 1"
"14292" "ENSG00000203326" "ZNF525" "zinc finger protein 525"
"14293" "ENSG00000203485" "INF2" "inverted formin, FH2 and WH2 domain containing"
"14294" "ENSG00000203499" "FAM83H-AS1" "FAM83H antisense RNA 1 (head to head)"
"14295" "ENSG00000203546" NA NA
"14296" "ENSG00000203663" "OR2L2" "olfactory receptor family 2 subfamily L member 2"
"14297" "ENSG00000203666" "EFCAB2" "EF-hand calcium binding domain 2"
"14298" "ENSG00000203667" "COX20" "cytochrome c oxidase assembly factor COX20"
"14299" "ENSG00000203668" "CHML" "CHM like Rab escort protein"
"14300" "ENSG00000203697" "CAPN8" "calpain 8"
"14301" "ENSG00000203705" "TATDN3" "TatD DNase domain containing 3"
"14302" "ENSG00000203710" "CR1" "complement C3b/C4b receptor 1 (Knops blood group)"
"14303" "ENSG00000203722" "RAET1G" "retinoic acid early transcript 1G"
"14304" "ENSG00000203727" "SAMD5" "sterile alpha motif domain containing 5"
"14305" "ENSG00000203730" "TEDDM1" "transmembrane epididymal protein 1"
"14306" "ENSG00000203734" "ECT2L" "epithelial cell transforming 2 like"
"14307" "ENSG00000203737" "GPR52" "G protein-coupled receptor 52"
"14308" "ENSG00000203747" "FCGR3A" "Fc fragment of IgG receptor IIIa"
"14309" "ENSG00000203772" "SPRN" "shadow of prion protein"
"14310" "ENSG00000203778" "FAM229B" "family with sequence similarity 229 member B"
"14311" "ENSG00000203780" "FANK1" "fibronectin type III and ankyrin repeat domains 1"
"14312" "ENSG00000203783" "PRR9" "proline rich 9"
"14313" "ENSG00000203785" "SPRR2E" "small proline rich protein 2E"
"14314" "ENSG00000203791" "EEF1AKMT2" "EEF1A lysine methyltransferase 2"
"14315" "ENSG00000203797" "DDO" "D-aspartate oxidase"
"14316" "ENSG00000203805" "PLPP4" "phospholipid phosphatase 4"
"14317" "ENSG00000203811" "H3C14" "H3 clustered histone 14"
"14318" "ENSG00000203812" "H2AC18" "H2A clustered histone 18"
"14320" "ENSG00000203852" "H3C15" "H3 clustered histone 15"
"14321" "ENSG00000203867" "RBM20" "RNA binding motif protein 20"
"14322" "ENSG00000203872" "C6orf163" "chromosome 6 open reading frame 163"
"14325" "ENSG00000203896" "LIME1" "Lck interacting transmembrane adaptor 1"
"14326" "ENSG00000203909" "DPPA5" "developmental pluripotency associated 5"
"14327" "ENSG00000203943" "SAMD13" "sterile alpha motif domain containing 13"
"14328" "ENSG00000203950" "RTL8A" "retrotransposon Gag like 8A"
"14329" "ENSG00000203952" "CCDC160" "coiled-coil domain containing 160"
"14330" "ENSG00000203963" "C1orf141" "chromosome 1 open reading frame 141"
"14331" "ENSG00000203965" "EFCAB7" "EF-hand calcium binding domain 7"
"14332" "ENSG00000203985" "LDLRAD1" "low density lipoprotein receptor class A domain containing 1"
"14333" "ENSG00000203989" "RHOXF2B" "Rhox homeobox family member 2B"
"14335" "ENSG00000204020" "LIPN" "lipase family member N"
"14336" "ENSG00000204052" "LRRC73" "leucine rich repeat containing 73"
"14337" "ENSG00000204060" "FOXO6" "forkhead box O6"
"14338" "ENSG00000204070" "SYS1" "SYS1 golgi trafficking protein"
"14339" "ENSG00000204084" "INPP5B" "inositol polyphosphate-5-phosphatase B"
"14340" "ENSG00000204099" "NEU4" "neuraminidase 4"
"14341" "ENSG00000204103" "MAFB" "MAF bZIP transcription factor B"
"14342" "ENSG00000204104" "TRAF3IP1" "TRAF3 interacting protein 1"
"14343" "ENSG00000204116" "CHIC1" "cysteine rich hydrophobic domain 1"
"14345" "ENSG00000204128" "C2orf72" "chromosome 2 open reading frame 72"
"14347" "ENSG00000204131" "NHSL2" "NHS like 2"
"14349" "ENSG00000204147" "ASAH2B" "N-acylsphingosine amidohydrolase 2B"
"14350" "ENSG00000204149" "AGAP6" "ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
"14351" "ENSG00000204152" "TIMM23B" "translocase of inner mitochondrial membrane 23 homolog B"
"14352" "ENSG00000204160" "ZDHHC18" "zinc finger DHHC-type containing 18"
"14353" "ENSG00000204161" "TMEM273" "transmembrane protein 273"
"14354" "ENSG00000204165" "CXorf65" "chromosome X open reading frame 65"
"14355" "ENSG00000204172" "AGAP9" "ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"
"14356" "ENSG00000204176" "SYT15" "synaptotagmin 15"
"14357" "ENSG00000204178" "MACO1" "macoilin 1"
"14358" "ENSG00000204179" "PTPN20" "protein tyrosine phosphatase non-receptor type 20"
"14359" "ENSG00000204183" "GDF5OS" "growth differentiation factor 5 opposite strand"
"14360" "ENSG00000204186" "ZDBF2" "zinc finger DBF-type containing 2"
"14361" "ENSG00000204193" "TXNDC8" "thioredoxin domain containing 8"
"14364" "ENSG00000204219" "TCEA3" "transcription elongation factor A3"
"14367" "ENSG00000204228" "HSD17B8" "hydroxysteroid 17-beta dehydrogenase 8"
"14368" "ENSG00000204231" "RXRB" "retinoid X receptor beta"
"14369" "ENSG00000204237" "OXLD1" "oxidoreductase like domain containing 1"
"14370" "ENSG00000204252" "HLA-DOA" "major histocompatibility complex, class II, DO alpha"
"14373" "ENSG00000204262" "COL5A2" "collagen type V alpha 2 chain"
"14375" "ENSG00000204267" "TAP2" "transporter 2, ATP binding cassette subfamily B member"
"14376" "ENSG00000204271" "SPIN3" "spindlin family member 3"
"14377" "ENSG00000204272" "NBDY" "negative regulator of P-body association"
"14378" "ENSG00000204287" "HLA-DRA" "major histocompatibility complex, class II, DR alpha"
"14379" "ENSG00000204291" "COL15A1" "collagen type XV alpha 1 chain"
"14380" "ENSG00000204301" "NOTCH4" "notch receptor 4"
"14382" "ENSG00000204305" "AGER" "advanced glycosylation end-product specific receptor"
"14383" "ENSG00000204308" "RNF5" "ring finger protein 5"
"14385" "ENSG00000204311" "PJVK" "pejvakin"
"14386" "ENSG00000204314" "PRRT1" "proline rich transmembrane protein 1"
"14387" "ENSG00000204315" "FKBPL" "FKBP prolyl isomerase like"
"14388" "ENSG00000204316" "MRPL38" "mitochondrial ribosomal protein L38"
"14389" "ENSG00000204323" "SMIM5" "small integral membrane protein 5"
"14390" "ENSG00000204334" "ERICH2" "glutamate rich 2"
"14391" "ENSG00000204344" "STK19" "serine/threonine kinase 19"
"14392" "ENSG00000204345" "CD300LD" "CD300 molecule like family member d"
"14393" "ENSG00000204348" "DXO" "decapping exoribonuclease"
"14395" "ENSG00000204356" "NELFE" "negative elongation factor complex member E"
"14396" "ENSG00000204366" "ZBTB12" "zinc finger and BTB domain containing 12"
"14398" "ENSG00000204371" "EHMT2" "euchromatic histone lysine methyltransferase 2"
"14399" "ENSG00000204381" "LAYN" "layilin"
"14400" "ENSG00000204385" "SLC44A4" "solute carrier family 44 member 4"
"14402" "ENSG00000204388" "HSPA1B" "heat shock protein family A (Hsp70) member 1B"
"14403" "ENSG00000204389" "HSPA1A" "heat shock protein family A (Hsp70) member 1A"
"14404" "ENSG00000204390" "HSPA1L" "heat shock protein family A (Hsp70) member 1 like"
"14405" "ENSG00000204392" "LSM2" "LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"14406" "ENSG00000204394" "VARS1" "valyl-tRNA synthetase 1"
"14407" "ENSG00000204396" "VWA7" "von Willebrand factor A domain containing 7"
"14408" "ENSG00000204397" "CARD16" "caspase recruitment domain family member 16"
"14410" "ENSG00000204410" "MSH5" "mutS homolog 5"
"14411" "ENSG00000204420" "MPIG6B" "megakaryocyte and platelet inhibitory receptor G6b"
"14412" "ENSG00000204421" "LY6G6C" "lymphocyte antigen 6 family member G6C"
"14414" "ENSG00000204428" "LY6G5C" "lymphocyte antigen 6 family member G5C"
"14416" "ENSG00000204438" "GPANK1" "G-patch domain and ankyrin repeats 1"
"14418" "ENSG00000204442" "FAM155A" "family with sequence similarity 155 member A"
"14419" "ENSG00000204444" "APOM" "apolipoprotein M"
"14422" "ENSG00000204472" "AIF1" "allograft inflammatory factor 1"
"14423" "ENSG00000204482" "LST1" "leukocyte specific transcript 1"
"14424" "ENSG00000204498" "NFKBIL1" "NFKB inhibitor like 1"
"14425" "ENSG00000204514" "ZNF814" "zinc finger protein 814"
"14426" "ENSG00000204516" "MICB" "MHC class I polypeptide-related sequence B"
"14427" "ENSG00000204519" "ZNF551" "zinc finger protein 551"
"14430" "ENSG00000204525" "HLA-C" "major histocompatibility complex, class I, C"
"14431" "ENSG00000204531" "POU5F1" "POU class 5 homeobox 1"
"14432" "ENSG00000204536" "CCHCR1" "coiled-coil alpha-helical rod protein 1"
"14433" "ENSG00000204540" "PSORS1C1" "psoriasis susceptibility 1 candidate 1"
"14434" "ENSG00000204544" "MUC21" "mucin 21, cell surface associated"
"14436" "ENSG00000204564" "C6orf136" "chromosome 6 open reading frame 136"
"14437" "ENSG00000204568" "MRPS18B" "mitochondrial ribosomal protein S18B"
"14438" "ENSG00000204569" "PPP1R10" "protein phosphatase 1 regulatory subunit 10"
"14439" "ENSG00000204571" "KRTAP5-11" "keratin associated protein 5-11"
"14441" "ENSG00000204576" "PRR3" "proline rich 3"
"14442" "ENSG00000204577" "LILRB3" "leukocyte immunoglobulin like receptor B3"
"14443" "ENSG00000204580" "DDR1" "discoidin domain receptor tyrosine kinase 1"
"14445" "ENSG00000204592" "HLA-E" "major histocompatibility complex, class I, E"
"14447" "ENSG00000204604" "ZNF468" "zinc finger protein 468"
"14448" "ENSG00000204611" "ZNF616" "zinc finger protein 616"
"14449" "ENSG00000204616" "TRIM31" "tripartite motif containing 31"
"14450" "ENSG00000204618" "RNF39" "ring finger protein 39"
"14453" "ENSG00000204632" "HLA-G" "major histocompatibility complex, class I, G"
"14454" "ENSG00000204634" "TBC1D8" "TBC1 domain family member 8"
"14455" "ENSG00000204642" "HLA-F" "major histocompatibility complex, class I, F"
"14456" "ENSG00000204653" "ASPDH" "aspartate dehydrogenase domain containing"
"14457" "ENSG00000204655" "MOG" "myelin oligodendrocyte glycoprotein"
"14458" "ENSG00000204657" "OR2H2" "olfactory receptor family 2 subfamily H member 2"
"14460" "ENSG00000204681" "GABBR1" "gamma-aminobutyric acid type B receptor subunit 1"
"14461" "ENSG00000204683" "C10orf113" "chromosome 10 open reading frame 113"
"14462" "ENSG00000204694" "OR11A1" "olfactory receptor family 11 subfamily A member 1"
"14463" "ENSG00000204695" "OR14J1" "olfactory receptor family 14 subfamily J member 1"
"14464" "ENSG00000204701" "OR2J3" "olfactory receptor family 2 subfamily J member 3"
"14465" "ENSG00000204711" "C9orf135" "chromosome 9 open reading frame 135"
"14467" "ENSG00000204764" "RANBP17" "RAN binding protein 17"
"14468" "ENSG00000204767" "INSYN2B" "inhibitory synaptic factor family member 2B"
"14469" "ENSG00000204779" "FOXD4L5" "forkhead box D4 like 5"
"14470" "ENSG00000204805" NA NA
"14471" "ENSG00000204815" "TTC25" "tetratricopeptide repeat domain 25"
"14472" "ENSG00000204822" "MRPL53" "mitochondrial ribosomal protein L53"
"14473" "ENSG00000204839" "MROH6" "maestro heat like repeat family member 6"
"14476" "ENSG00000204852" "TCTN1" "tectonic family member 1"
"14477" "ENSG00000204856" "FAM216A" "family with sequence similarity 216 member A"
"14479" "ENSG00000204866" "IGFL2" "IGF like family member 2"
"14480" "ENSG00000204869" "IGFL4" "IGF like family member 4"
"14481" "ENSG00000204889" "KRT40" "keratin 40"
"14482" "ENSG00000204899" "MZT1" "mitotic spindle organizing protein 1"
"14483" "ENSG00000204909" "SPINK9" "serine peptidase inhibitor, Kazal type 9"
"14484" "ENSG00000204920" "ZNF155" "zinc finger protein 155"
"14485" "ENSG00000204922" "UQCC3" "ubiquinol-cytochrome c reductase complex assembly factor 3"
"14487" "ENSG00000204930" "FAM221B" "family with sequence similarity 221 member B"
"14488" "ENSG00000204936" "CD177" "CD177 molecule"
"14489" "ENSG00000204941" "PSG5" "pregnancy specific beta-1-glycoprotein 5"
"14490" "ENSG00000204946" "ZNF783" "zinc finger family member 783"
"14491" "ENSG00000204947" "ZNF425" "zinc finger protein 425"
"14492" "ENSG00000204950" "LRRC10B" "leucine rich repeat containing 10B"
"14493" "ENSG00000204954" "C12orf73" "chromosome 12 open reading frame 73"
"14494" "ENSG00000204956" "PCDHGA1" "protocadherin gamma subfamily A, 1"
"14495" "ENSG00000204961" "PCDHA9" "protocadherin alpha 9"
"14496" "ENSG00000204965" "PCDHA5" "protocadherin alpha 5"
"14497" "ENSG00000204967" "PCDHA4" "protocadherin alpha 4"
"14498" "ENSG00000204977" "TRIM13" "tripartite motif containing 13"
"14500" "ENSG00000205038" "PKHD1L1" "PKHD1 like 1"
"14501" "ENSG00000205045" "SLFN12L" "schlafen family member 12 like"
"14502" "ENSG00000205060" "SLC35B4" "solute carrier family 35 member B4"
"14503" "ENSG00000205076" "LGALS7" "galectin 7"
"14504" "ENSG00000205078" "SYCE1L" "synaptonemal complex central element protein 1 like"
"14505" "ENSG00000205084" "TMEM231" "transmembrane protein 231"
"14506" "ENSG00000205085" "FAM71F2" "family with sequence similarity 71 member F2"
"14507" "ENSG00000205086" "C2orf91" "chromosome 2 open reading frame 91"
"14508" "ENSG00000205089" "CCNI2" "cyclin I family member 2"
"14509" "ENSG00000205111" "CDKL4" "cyclin dependent kinase like 4"
"14510" "ENSG00000205129" "C4orf47" "chromosome 4 open reading frame 47"
"14511" "ENSG00000205133" "TRIQK" "triple QxxK/R motif containing"
"14512" "ENSG00000205138" "SDHAF1" "succinate dehydrogenase complex assembly factor 1"
"14514" "ENSG00000205177" "C11orf91" "chromosome 11 open reading frame 91"
"14515" "ENSG00000205189" "ZBTB10" "zinc finger and BTB domain containing 10"
"14516" "ENSG00000205208" "C4orf46" "chromosome 4 open reading frame 46"
"14517" "ENSG00000205209" "SCGB2B2" "secretoglobin family 2B member 2"
"14518" "ENSG00000205212" "CCDC144NL" "coiled-coil domain containing 144 family, N-terminal like"
"14519" "ENSG00000205213" "LGR4" "leucine rich repeat containing G protein-coupled receptor 4"
"14521" "ENSG00000205236" NA NA
"14522" "ENSG00000205238" "SPDYE2" "speedy/RINGO cell cycle regulator family member E2"
"14525" "ENSG00000205269" "TMEM170B" "transmembrane protein 170B"
"14526" "ENSG00000205277" "MUC12" "mucin 12, cell surface associated"
"14528" "ENSG00000205307" "SAP25" "Sin3A associated protein 25"
"14529" "ENSG00000205323" "SARNP" "SAP domain containing ribonucleoprotein"
"14534" "ENSG00000205359" "SLCO6A1" "solute carrier organic anion transporter family member 6A1"
"14535" "ENSG00000205363" "INSYN1" "inhibitory synaptic factor 1"
"14536" "ENSG00000205403" "CFI" "complement factor I"
"14537" "ENSG00000205413" "SAMD9" "sterile alpha motif domain containing 9"
"14538" "ENSG00000205420" "KRT6A" "keratin 6A"
"14539" "ENSG00000205423" "CNEP1R1" "CTD nuclear envelope phosphatase 1 regulatory subunit 1"
"14540" "ENSG00000205426" "KRT81" "keratin 81"
"14541" "ENSG00000205436" "EXOC3L4" "exocyst complex component 3 like 4"
"14542" "ENSG00000205464" "ATP6AP1L" "ATPase H+ transporting accessory protein 1 like"
"14543" "ENSG00000205476" "CCDC85C" "coiled-coil domain containing 85C"
"14544" "ENSG00000205502" "C2CD4B" "C2 calcium dependent domain containing 4B"
"14545" "ENSG00000205517" "RGL3" "ral guanine nucleotide dissociation stimulator like 3"
"14546" "ENSG00000205531" "NAP1L4" "nucleosome assembly protein 1 like 4"
"14548" "ENSG00000205544" "TMEM256" "transmembrane protein 256"
"14549" "ENSG00000205560" "CPT1B" "carnitine palmitoyltransferase 1B"
"14550" "ENSG00000205571" "SMN1" "survival of motor neuron 1, telomeric"
"14551" "ENSG00000205572" "SERF1A" "small EDRK-rich factor 1A"
"14553" "ENSG00000205592" "MUC19" "mucin 19, oligomeric"
"14554" "ENSG00000205593" "DENND6B" "DENN domain containing 6B"
"14555" "ENSG00000205609" "EIF3CL" "eukaryotic translation initiation factor 3 subunit C like"
"14556" "ENSG00000205629" "LCMT1" "leucine carboxyl methyltransferase 1"
"14557" "ENSG00000205639" "MFSD2B" "major facilitator superfamily domain containing 2B"
"14558" "ENSG00000205643" "CDPF1" "cysteine rich DPF motif domain containing 1"
"14559" "ENSG00000205649" "HTN3" "histatin 3"
"14560" "ENSG00000205659" "LIN52" "lin-52 DREAM MuvB core complex component"
"14561" "ENSG00000205670" "SMIM11A" "small integral membrane protein 11A"
"14562" "ENSG00000205678" "TECRL" "trans-2,3-enoyl-CoA reductase like"
"14563" "ENSG00000205683" "DPF3" "double PHD fingers 3"
"14565" "ENSG00000205710" "C17orf107" "chromosome 17 open reading frame 107"
"14566" "ENSG00000205726" "ITSN1" "intersectin 1"
"14569" "ENSG00000205754" "SLCO1B7" "solute carrier organic anion transporter family member 1B7 (putative)"
"14571" "ENSG00000205765" "C5orf51" "chromosome 5 open reading frame 51"
"14572" "ENSG00000205777" "GAGE1" "G antigen 1"
"14573" "ENSG00000205808" "PLPP6" "phospholipid phosphatase 6"
"14574" "ENSG00000205809" "KLRC2" "killer cell lectin like receptor C2"
"14575" "ENSG00000205835" "GMNC" "geminin coiled-coil domain containing"
"14576" "ENSG00000205838" "TTC23L" "tetratricopeptide repeat domain 23 like"
"14577" "ENSG00000205863" "C1QTNF9B" "C1q and TNF related 9B"
"14578" "ENSG00000205903" "ZNF316" "zinc finger protein 316"
"14579" "ENSG00000205922" "ONECUT3" "one cut homeobox 3"
"14580" "ENSG00000205929" "C21orf62" "chromosome 21 open reading frame 62"
"14582" "ENSG00000205978" "NYNRIN" "NYN domain and retroviral integrase containing"
"14584" "ENSG00000206047" "DEFA1" "defensin alpha 1"
"14585" "ENSG00000206052" "DOK6" "docking protein 6"
"14586" "ENSG00000206053" "JPT2" "Jupiter microtubule associated homolog 2"
"14587" "ENSG00000206072" "SERPINB11" "serpin family B member 11 (gene/pseudogene)"
"14588" "ENSG00000206073" "SERPINB4" "serpin family B member 4"
"14589" "ENSG00000206075" "SERPINB5" "serpin family B member 5"
